iso_code,language_name,longitude,latitude,area,continent,status,family,source
her,Herero,20.5655,-21.0231,Africa,Africa,threatened,Atlantic-Congo,mohlig_reference_2008
ham,Hewa,142.551,-5.03635,Papunesia,Pacific,shifting,Sepik,paul_vollrath_hewa_1981
?,Hezhou,?,?,Eurasia,?,?,Sino-Tibetan,dwyer_northwest_1995
hid,Hidatsa,-102.528,47.7534,North America,Americas,nearly extinct,Siouan,park_indrek_grammar_2012
hlu,Hieroglyphic Luwian,?,?,Eurasia,?,extinct,Indo-European,payne_hieroglyphic_2014
chd,Highland Oaxaca Chontal,-95.7301,16.1849,North America,Americas,shifting,Tequistlatecan,turner_paul_raymond_highland_1966
poi,Highland Popoluca,-94.9109,18.198,North America,Americas,threatened,Mixe-Zoque,NA
azz,Highland Puebla Nahuatl,-97.5556,20.1554,North America,Americas,not endangered,Uto-Aztecan,robinson_dow_f_aztec_1970
acw,Hijazi Arabic,38.9237,22.8346,Eurasia,Asia,not endangered,Afro-Asiatic,al-azraqi_m_aspects_1998
hil,Hiligaynon,122.974,10.4018,Papunesia,Asia,not endangered,Austronesian,spitz_hiligaynonilonggo_2001
hin,Hindi,77,25,Eurasia,Asia,not endangered,Indo-European,toyota_when_2009
gin,Hinuq,45.8064,42.4502,Eurasia,Europe,shifting,Nakh-Daghestanian,forker_grammar_2013
hit,Hittite,35,40,Eurasia,?,extinct,Indo-European,watkins_calvert_hittite_2008
hix,Hixkaryána,-58.80153,-0.16265,South America,Americas,shifting,Cariban,derbyshire_hixkaryana_1985
lic,Hlai,109.459,18.8062,Eurasia,Asia,not endangered,Tai-Kadai,ostapirat_hlai_2008
hmr,Hmar,93.5497,24.7534,Eurasia,Asia,threatened,Sino-Tibetan,NA
hnj,Hmong Njua,101.95,22.5638,Eurasia,Asia,not endangered,Hmong-Mien,ranard_hmong_nodate
mww,Hmong Daw,103.164,21.5461,Eurasia,Asia,not endangered,Hmong-Mien,mottin_ements_1978
huc,Amkoe,24.69828,-23.93447,Africa,Africa,moribund,Kxa,collins_chris_grammar_2014
hoa,Hoava,157.595,-8.19679,Papunesia,Pacific,shifting,Austronesian,davis_grammar_2003
win,Ho-Chunk,-88.5,43.5,North America,Americas,shifting,Siouan,marino_mary_carolyn_dictionary_1968
?,Western Armenian,?,?,Eurasia,?,threatened,Indo-European,sakayan_western_2012
hoc,Ho,87.1188,23.9596,Eurasia,Asia,threatened,Austroasiatic,pucilowski_anna_topics_2013
hop,Hopi,-110.535,35.7653,North America,Americas,shifting,Uto-Aztecan,jeanne_leanne_m_aspects_1978
ero,Horpa,101.72,31.1026,Eurasia,Asia,threatened,Sino-Tibetan,NA
hot,Hote,146.869,-7.07708,Papunesia,Pacific,not endangered,Austronesian,muzzey_marguerite_hote_1979
hoz,Hozo,34.60448,9.38875,Africa,Africa,shifting,Blue Nile Mao,kassa_getachew_brief_2014
hra,Hrangkhol,93.351,24.4559,Eurasia,Asia,threatened,Sino-Tibetan,soppitt_c_a_short_1887
hre,Hre,108.694,14.6308,Eurasia,Asia,not endangered,Austroasiatic,NA
hru,Hruso,92.63,27.27,Eurasia,Asia,shifting,?,simon_ivan_m_aka_1993
nmn,East Taa,20.79583,-24.20022,Africa,Africa,shifting,Tuu,traill_anthony_trilingual_2018
qub,Huallaga Huánuco Quechua,-75.594,-9.57135,South America,Americas,threatened,Quechuan,weber_grammar_1989
hub,Huambisa,-77.9797,-3.99109,South America,Americas,shifting,Chicham,pena_jaime_g_grammar_2015
var,Huarijio,-108.437,27.8685,North America,Americas,shifting,Uto-Aztecan,noauthor_grammar_2005
hus,Huastec,-98.5028,21.6153,North America,Americas,shifting,Mayan,NA
hud,Huaulu,129.202,-2.95835,Papunesia,Asia,threatened,Austronesian,valeri_forest_2000
mau,Huautla Mazatec,-96.724,18.2556,North America,Americas,threatened,Otomanguean,pike_eunice_v_huautla_1967
qvw,Huaylla Wanca Quechua,-75.2055,-12.1809,South America,Americas,not endangered,Quechuan,floyd_rick_structure_1993
hbb,Huba,13.139,10.3544,Africa,Africa,not endangered,Afro-Asiatic,muazu_grammar_2009
tee,Huehuetla Tepehua,-97.9347,20.6189,North America,Americas,shifting,Totonacan,kung_descriptive_2007
hch,Huichol,-104.062,21.954,North America,Americas,threatened,Uto-Aztecan,bierge_stefanie_ramos_clause_2017
czh,Hui Chinese,118.232,29.7646,Eurasia,Asia,not endangered,Sino-Tibetan,NA
hul,Hula,147.705,-9.99427,Papunesia,Pacific,not endangered,Austronesian,short_lillian_mary_theakston_phonetics_1938
huy,Hulaulá,43.4865,31.9111,Eurasia,Asia,shifting,Afro-Asiatic,khan_jewish_2009
hui,Huli,142.963,-5.97212,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,lomas_gabe_he_1988
hmb,Humburi Senni Songhay,-1.69301,15.2948,Africa,Africa,not endangered,Songhay,heath_jeffrey_grammar_2014
hun,Hungarian,19.6555271429,46.9068585714,Eurasia,Europe,moribund,Uralic,csirmaz_hungarian_2010
hnu,Hung,104.772,18.7849,Eurasia,Asia,shifting,Austroasiatic,NA
nat,Hungworo,6.3024,10.3243,Africa,Africa,shifting,Atlantic-Congo,NA
hum,Hungana-Saamba,18.4312,-3.69695,Africa,Africa,threatened,Atlantic-Congo,takizala_alexis_studies_1974
dud,Hun-Saare,5.07312,10.7898,Africa,Africa,not endangered,Atlantic-Congo,bendor-samuel_duka_1973
huz,Hunzib,46.1369,42.0808,Eurasia,Europe,shifting,Nakh-Daghestanian,berg_grammar_1995
hup,Hupa,-123.68,41.0982,North America,Americas,nearly extinct,Athabaskan-Eyak-Tlingit,NA
jup,Hupdë,-69.8359,0.58622,South America,Americas,shifting,Nadahup,epps_grammar_2008
xhu,Hurrian,43.3154,40.7339,Eurasia,?,extinct,Hurro-Urartian,wilhelm_gernot_hurrian_2008
geh,Hutterite German,-97,40,North America,Americas,not endangered,Indo-European,hoover_walter_b_hutterian_1997
iai,Iaai,166.59,-20.6301,Papunesia,Pacific,threatened,Austronesian,lynch_john_iaai_2002
yml,Iamalele,150.573,-9.45005,Papunesia,Pacific,not endangered,Austronesian,beaumont_iamalele_1975
ian,Iatmul,143.316,-4.30064,Papunesia,Pacific,shifting,Ndu,jendraschek_gerd_grammar_2012
tmu,Iau,137.69,-3.14537,Papunesia,Asia,not endangered,Lakes Plain,bateman_janet_iau_1986
ibl,Ibaloi,120.695,16.4263,Papunesia,Asia,not endangered,Austronesian,ruffolo_roberta_topics_2005
iba,Iban,112.934,2.09041,Papunesia,Asia,not endangered,Austronesian,NA
ivb,Ibatan,121.909,18.9398,Papunesia,Asia,not endangered,Austronesian,maree_ibatan_2007
ibb,Ibibio,7.86688,5.15279,Africa,Africa,not endangered,Atlantic-Congo,NA
isl,Icelandic,-19.0212,63.4837,Eurasia,Europe,not endangered,Indo-European,hoskuldur_rainsson_syntax_2007
dbj,Ida'an,118.515,5.29059,Papunesia,Asia,threatened,Austronesian,NA
idu,Idoma,7.71261,7.19139,Africa,Africa,not endangered,Atlantic-Congo,abraham_idoma_1967
clk,Idu,95.6472,29.4473,Eurasia,Asia,threatened,Sino-Tibetan,blench_grammar_2017
viv,Iduna,150.24,-9.34361,Papunesia,Pacific,not endangered,Austronesian,huckett_joyce_iduna_1976
igl,Igala,7.17974,7.34325,Africa,Africa,not endangered,Atlantic-Congo,ejeba_grammar_2017
ige,Igede,8.27362,6.95522,Africa,Africa,not endangered,Atlantic-Congo,bergman_outline_1981
ikk,Ika,6.31058,6.36423,Africa,Africa,not endangered,Atlantic-Congo,onyeche_joseph_ifeanyi_changes_2002
ikx,Ik,34.2507,3.61407,Africa,Africa,threatened,Kuliak,schrock_ik_2017
ikl,Ikulu,7.86684,10.1339,Africa,Africa,not endangered,Atlantic-Congo,shimizu_kiyoshi_kulu_1996
ilb,Ila,26.45548,-15.60807,Africa,Africa,not endangered,Atlantic-Congo,smith_edwin_w_handbook_1907
mbi,Ilianen Manobo,124.766,7.34448,Papunesia,Asia,not endangered,Austronesian,shand_jean_ilianen_1976
ili,Ili Turki,80.4957,44.0089,Eurasia,Asia,nearly extinct,Turkic,zhao_xiangru_ili_1989
ilu,Ili'uun,125.902,-7.84385,Papunesia,Asia,not endangered,Austronesian,penn_introducing_2006
ilo,Iloko,120.993,15.9361,Papunesia,Asia,not endangered,Austronesian,rubino_carl_iloko_2005
ilk,Ilongot,121.547,16.3785,Papunesia,Asia,threatened,Austronesian,liao_hsiu-chuan_preliminary_2008
qvi,Imbabura Highland Quichua,-78.3729,0.31776,South America,Americas,threatened,Quechuan,cole_imbabura_1985
imo,Imbongu,144.026,-6.13629,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,stefaniw_roman_comparison_1987
imn,Imonda,141.171,-3.31228,Papunesia,Pacific,shifting,Border,seiler_imonda_1985
abx,Inabaknon,124.166,12.4264,Papunesia,Asia,not endangered,Austronesian,jacobson_suzanne_m_sama_1980
inp,Iñapari,-69.3083,-12.4653,South America,Americas,nearly extinct,Arawakan,NA
ind,Indonesian,109.716,-7.33458,Papunesia,Asia,not endangered,Austronesian,NA
bdl,Indonesian Bajau,122.253,-3.68664,Papunesia,Asia,threatened,Austronesian,verheijen_samabajau_1986
mvy,Indus Kohistani,73.0154,35.3389,Eurasia,Asia,threatened,Indo-European,hallberg_daniel_g_indus_1999
inz,Ineseño,-120.08,34.6169,North America,Americas,extinct,Chumashan,applegate_richard_brian_ineseno_1972
inb,Inga,-76.8606,1.00313,South America,Americas,shifting,Quechuan,levinsohn_inga_1976
inh,Ingush,45.03,43.11,Eurasia,Europe,threatened,Nakh-Daghestanian,nichols_ingush_2011
ior,Inor,37.7968,7.94883,Africa,Africa,not endangered,Afro-Asiatic,adnew_meheretu_descriptive_2016
iow,Iowa-Oto,-95.5213,40.0511,North America,Americas,extinct,Siouan,greer_jill_d_baxoje-jiwere_2016
?,Ipai,-116.993,33.005,?,?,moribund,Cochimi-Yuman,langdon_grammar_1970
iqu,Iquito,-73.97046,-3.31233,South America,Americas,nearly extinct,Zaparoan,lai_i-wen_time_2009
irk,Iraqw,35.2939,-4.19948,Africa,Africa,not endangered,Afro-Asiatic,nordbustad_iraqw_1988
