iso_code,language_name,longitude,latitude,area,continent,status,family,source
vml,Malgana,114.245,-26.211,Australia,Pacific,extinct,Pama-Nyungan,gargett_salvage_2011
gcc,Mali,152.214,-4.71826,Papunesia,Pacific,not endangered,Baining,stebbins_mali_2011
tcf,Malinaltepec Me'phaa,-98.6322,17.2122,North America,Americas,not endangered,Otomanguean,duncan_morpho-syntax_2013
mlf,Mal,101.204,19.273,Eurasia,Asia,not endangered,Austroasiatic,NA
mla,Tamambo,167.16,-15.6835,Papunesia,Pacific,threatened,Austronesian,jauncey_tamambo_2011
mkb,Mar Paharia of Dumka,87.3507,24.087,Eurasia,Asia,threatened,Indo-European,dasgupta_dipankar_descriptive_1978
mlt,Maltese,14.4508,35.8884,Eurasia,Europe,not endangered,Afro-Asiatic,borg_maltese_2012
mll,Malua Bay,167.208,-15.9813,Papunesia,Pacific,shifting,Austronesian,wessels_kanauhea_janion_malua_2013
mup,Malvi,75.562,23.488,Eurasia,Asia,not endangered,Indo-European,baskaran_s_ganesh_malv_2011
mmn,Mamanwa,125.548,9.44744,Papunesia,Asia,not endangered,Austronesian,miller_helen_w_mamanwa_1976
wmd,Mamaindé,-60.101072,-12.986439,South America,Americas,shifting,Nambiquaran,eberhard_david_m_mamainde_2009
mcs,Mambai,14.0013,9.6121,Africa,Africa,threatened,Atlantic-Congo,anonby_erik_john_phonology_2008
mgr,Mambwe-Lungu,31.2269,-8.86817,Africa,Africa,not endangered,Atlantic-Congo,kagaya_ryohei_classified_1987-1
mgm,Mambae,125.475,-9.19552,Papunesia,Asia,not endangered,Austronesian,hull_geoffrey_southern_2003
mam,Mam,-91.7231,14.8034,North America,Americas,threatened,Mayan,england_nora_c_mam_2017
nmm,Manange,84.0515,28.6416,Eurasia,Asia,shifting,Sino-Tibetan,hildebrandt_manange_2016
mva,Manam,145.033,-4.07921,Papunesia,Pacific,shifting,Austronesian,lichtenberk_grammar_1983
mle,Manambu,142.862,-4.19082,Papunesia,Pacific,shifting,Ndu,aikhenvald_manambu_2008
mnc,Manchu,126.557,47.3122,Eurasia,Asia,nearly extinct,Tungusic,NA
mjl,Mandeali,77.0419,31.5425,Eurasia,Asia,shifting,Indo-European,ranganatha_m_r_mandeali_1981
mha,Manda (India),83.6749,20.0962,Eurasia,Asia,shifting,Dravidian,burrow_thomas_sketch_1976
cmn,Mandarin Chinese,116.228,40.0209,Eurasia,Asia,not endangered,Sino-Tibetan,NA
mfv,Mandjak,-15.9217,12.829,Africa,Africa,not endangered,Atlantic-Congo,karlik_jan_manjako_1972
mgs,Manda-Matumba,34.7424,-10.3991,Africa,Africa,threatened,Atlantic-Congo,bernander_rasmus_grammar_2017
mqu,Mandari,31.2327,5.83656,Africa,Africa,not endangered,Nilotic,lutwori_allen_pitya_mundari_2013
mnk,Mandinka,-15.6539466667,12.8165233333,Africa,Africa,not endangered,Mande,colley_ebrima_s_y_mandinka_1995
mdr,Mandar,119.068,-3.34717,Papunesia,Asia,not endangered,Austronesian,NA
mhq,Mandan,-102.376,47.6631,North America,Americas,extinct,Siouan,mixco_mandan_1997
zng,Mang,102.133,21.4305,Eurasia,Asia,moribund,Austroasiatic,NA
mpc,Mangarrayi,133.803,-14.7982,Australia,Pacific,nearly extinct,Mangarrayi-Maran,merlan_mangarayi_1989
mem,Mangala,123.769,-18.6597,Australia,Pacific,moribund,Pama-Nyungan,mckelson_kevin_r_learn_1983
kby,Manga Kanuri,10.701,13.557,Africa,Africa,not endangered,Saharan,peace_corps_niger_manuel_1993
mbh,Mangseng,150.68,-5.89752,Papunesia,Pacific,not endangered,Austronesian,milligan_lloyd_tentative_1992
mmo,Mangga Buang,146.685,-6.99891,Papunesia,Pacific,not endangered,Austronesian,healey_joan_writing_1977
mqy,Manggarai,120.329,-8.55748,Papunesia,Asia,not endangered,Austronesian,semiun_basic_1993
mnx,Sougb,133.95,-1.49611,Papunesia,Asia,not endangered,East Bird's Head,reesink_ger_p_grammar_2002
mni,Manipuri,93.3426,24.4409,Eurasia,Asia,threatened,Sino-Tibetan,chelliah_shobhana_l_meithei_2003
mml,Man Met,100.842,22.0743,Eurasia,Asia,shifting,Austroasiatic,NA
mjv,Mannan,76.97,9.85,Eurasia,Asia,threatened,Dravidian,monsy_annie_linguistic_1997
mev,Mann,-8.86405,7.04616,Africa,Africa,not endangered,Mande,schwab_george_mano_1947
mns,Northern Mansi,61.344,64.4118,Eurasia,Asia,shifting,Uralic,riese_vogul_2001
?,Mansim,134.011116,-0.915054,Papunesia,?,moribund,Hatam-Mansim,reesink_ger_p_mansim_2002
msk,Mansaka,126.181,6.79221,Papunesia,Asia,threatened,Austronesian,svelmoe_notes_1974
kxf,Manumanaw Karen,96.9531,19.165,Eurasia,Asia,not endangered,Sino-Tibetan,wai_descriptive_2013
wha,Manusela,129.429,-3.1109,Papunesia,Asia,not endangered,Austronesian,chlenova_svetlana_manusela_2012
glv,Manx,-4.45437,54.2604,Eurasia,Europe,extinct,Indo-European,broderick_george_manx_2010
mxc,Manyika,32.8052,-18.1927,Africa,Africa,not endangered,Atlantic-Congo,stevick_earl_w_manyika_1960
nbi,Mao Naga,94.0035,25.3836,Eurasia,Asia,threatened,Sino-Tibetan,giridhar_p_p_mao_1994
mmd,Maonan,108.024,25.0169,Eurasia,Asia,shifting,Tai-Kadai,NA
swb,Maore Comorian,45.154942,-12.830306,Africa,Africa,shifting,Atlantic-Congo,alnet_aimee_johansen_clause_2009
mri,Maori,176.541,-38.2881,Papunesia,Pacific,shifting,Austronesian,parkinson_phil_maori_2016
mlh,Mape,147.682,-6.59318,Papunesia,Pacific,shifting,Nuclear Trans New Guinea,sifuma_dick_description_1997
bzh,Mapos Buang,146.774,-6.86672,Papunesia,Pacific,not endangered,Austronesian,hooley_bruce_arthur_mapos_1970
arn,Mapudungun,-71.277,-38.7392,South America,Americas,shifting,Araucanian,NA
mch,Maquiritari,-64.3877,4.70705,South America,Americas,shifting,Cariban,hall_katherine_l_morphosyntax_1988
vmh,Maraghei,49.9665,36.8259,Eurasia,Asia,shifting,Indo-European,stilo_donald_l_dikin_2018
mar,Marathi,76.6665,17.9344,Eurasia,Asia,not endangered,Indo-European,NA
nma,Maram Naga,94.2205,25.4378,Eurasia,Asia,threatened,Sino-Tibetan,singh_descriptive_1984
mrh,Mara Chin,93.0387,22.1138,Eurasia,Asia,threatened,Sino-Tibetan,arden_michelle_j_phonetic_2010
mec,Marra,134.865,-14.7927,Australia,Pacific,nearly extinct,Mangarrayi-Maran,heath_basic_1981
zmr,Maranunggu,130.12,-13.6754,Australia,Pacific,nearly extinct,Western Daly,tryon_darrell_t_introduction_1970
mrs,Maragus,167.33,-16.0695,Papunesia,Pacific,nearly extinct,Austronesian,crowley_tape_2006
mrw,Maranao,124.175,7.79414,Papunesia,Asia,not endangered,Austronesian,mckaughan_maranao_1967
mrt,Marghi Central,13.0521,10.93854,Africa,Africa,not endangered,Afro-Asiatic,hoffmann_grammar_2019
mrr,Maria (India),79.9144,19.7875,Eurasia,Asia,not endangered,Dravidian,vaz_christopher_functional_2005
nng,Maring Naga,94.0723,24.2854,Eurasia,Asia,shifting,Sino-Tibetan,woodward_maring_1973
mfr,Marithiel,130.237,-13.8818,Australia,Pacific,nearly extinct,Western Daly,green_ian_marrithiyel_1989
dad,Marik,145.59,-5.349,Papunesia,Pacific,not endangered,Austronesian,elliot_george_dami_1979
mbw,Maring,144.642,-5.44015,Papunesia,Pacific,threatened,Nuclear Trans New Guinea,ningomba_mangi_singh_descriptive_1978
mrc,Maricopa,-111.749,33.5123,North America,Americas,moribund,Cochimi-Yuman,gordon_maricopa_1986
enb,Markweeta,35.5866,1.15018,Africa,Africa,shifting,Nilotic,mietzner_cherangany_2016
mah,Marshallese,167.73,8.72,Papunesia,Pacific,not endangered,Austronesian,zewen_francois-xavier_nicolas_marshallese_1977
vma,Martuthunira,116.607,-20.9294,Australia,Pacific,nearly extinct,Pama-Nyungan,dench_martuthunira_1987
mpj,Martu Wangka,121.954,-24.3194,Australia,Pacific,shifting,Pama-Nyungan,jones_grammar_2011
mhx,Maru,99.8338,24.942535,Eurasia,Asia,not endangered,Sino-Tibetan,NA
rwr,Marwari (India),75.0656,27.002,Eurasia,Asia,not endangered,Indo-European,mukherjee_kakali_marwari_2011
myx,Masaaba,34.2829,1.05906,Africa,Africa,not endangered,Atlantic-Congo,purvis_john_b_manual_1907
mas,Masai,36.4573,-3.1419,Africa,Africa,extinct,Nilotic,levergood_barbara_jo_topics_1987
msb,Masbatenyo,123.63579,12.21453,Papunesia,Asia,not endangered,Austronesian,rosero_michael_wilson_i_grammatical_2014
klv,Maskelynes,167.818,-16.5073,Papunesia,Pacific,not endangered,Austronesian,healey_david_stephen_grammar_2013
xmt,Matbat,130.075,-1.8801,Papunesia,Asia,threatened,Austronesian,ewing_east_2010
mbt,Matigsalug Manobo,125.16,7.72124,Papunesia,Asia,not endangered,Austronesian,wang_peter_grammar_2006
met,Mato,146.859,-5.91639,Papunesia,Pacific,not endangered,Austronesian,stober_mato_2013
mcf,Matsés,-72.6281,-5.73914,South America,Americas,shifting,Pano-Tacanan,fleck_david_w_grammar_2003
mvb,Mattole,-122.863,40.4321,North America,Americas,extinct,Athabaskan-Eyak-Tlingit,li_fang-kuei_mattole_1930
mgw,Matumbi,39.0409,-8.53734,Africa,Africa,not endangered,Atlantic-Congo,odden_phonology_1996
mph,Mawng,133.185,-11.8393,Australia,Pacific,threatened,Iwaidjan Proper,singer_ruth_agreement_2006
mhl,Mauwake,145.394,-4.52416,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,berghall_liisa_grammar_2015
mbl,Maxakalí,-40.7891,-16.9402,South America,Americas,shifting,Nuclear-Macro-Je,popovich_harold_a_maxakali-english_2005
mdm,Mayogo,27.8282,2.79827,Africa,Africa,not endangered,Atlantic-Congo,sawka_kenneth_stanley_aspects_2001
mfy,Mayo,-108.981,26.4522,North America,Americas,threatened,Uto-Aztecan,villanueva_rosario_melina_rodriguez_nominal_2012
mzn,Mazanderani,52.3009,36.241,Eurasia,Asia,not endangered,Indo-European,NA
vmb,Mbabaram,143.438,-20.1389,Australia,Pacific,extinct,Pama-Nyungan,dixon_r_m_w_mbabaram_1991
lnb,Mbalanhu,16.617,-19.593,Africa,Africa,threatened,Atlantic-Congo,fourie_mbalanhu_1993
zmv,Rimanggudhinma,143.789,-14.529,Australia,Pacific,nearly extinct,Pama-Nyungan,godman_irene_sketch_1993
myb,Mbay,15.7328,8.23066,Africa,Africa,not endangered,Central Sudanic,keegan_reference_1997
mfo,Mbe,8.82998,6.57067,Africa,Africa,not endangered,Atlantic-Congo,pohlig_james_mbe_1981
mdw,Mbosi,15.5322,-1.23019,Africa,Africa,not endangered,Atlantic-Congo,ndongo_ibara_yvon_pierre_syntax_2003
mka,Mbre,-5.72944,8.20929,Africa,Africa,shifting,Atlantic-Congo,heath_jeffrey_grammar_2019
mgz,Mbugwe,35.8133,-3.75763,Africa,Africa,threatened,Atlantic-Congo,wilhelmsen_vera_mbugwe_2019
mhw,Mbukushu,22.5026,-17.6827,Africa,Africa,not endangered,Atlantic-Congo,fisch_thimbukushu_1998
mqb,Mbuko,14.1677,10.7788,Africa,Africa,not endangered,Afro-Asiatic,gravina_richard_verb_2001
?,Mbuk,?,?,?,?,?,Atlantic-Congo,tschonghongei_nelson_c_mbuk_2018
mna,Mbula,148.041,-5.66965,Papunesia,Pacific,not endangered,Austronesian,NA
mym,Me'en,35.6255,6.63207,Africa,Africa,shifting,Surmic,joswig_andreas_brief_2011
nux,Mehek,142.498,-3.70927,Papunesia,Pacific,shifting,Sepik,hatfield_adam_grammar_2016
gdq,Mehri,51.1512,21.4268,Eurasia,Asia,not endangered,Afro-Asiatic,rubin_aaron_d_mehri_2019
mek,Mekeo,146.586,-8.23853,Papunesia,Pacific,not endangered,Austronesian,amala_arthur_tentative_2015
mxe,Mele-Fila,168.275,-17.6841,Papunesia,Pacific,not endangered,Austronesian,clark_ross_ifira-mele_2002
mfx,Melo,36.811,6.53916,Africa,Africa,threatened,Ta-Ne-Omotic,tesfu_mahder_morphology_2003
med,Melpa,144.34,-5.62644,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,berthold_falko_sketch_2008
men,Mende (Sierra Leone),-10.9926,7.90935,Africa,Africa,not endangered,Mande,spears_richard_alan_basic_1967
sim,Mende (Papua New Guinea),142.683,-3.67233,Papunesia,Pacific,shifting,Sepik,hoel_hanna_marie_mende_1994
mez,Menominee,-88.6395,44.9794,North America,Americas,moribund,Algic,NA
mcr,Menya,146.071,-7.17425,Papunesia,Pacific,not endangered,Angan,whitehead_carl_r_reference_2004
lmb,Merei,166.905,-15.2839,Papunesia,Pacific,shifting,Austronesian,chung_descriptive_2005
ulk,Meriam,143.773,-9.59575,Papunesia,Pacific,shifting,Eastern Trans-Fly,piper_nick_sketch_1989
mer,Meru,37.7396,0.26484,Africa,Africa,not endangered,Atlantic-Congo,kinoti_cyprian_a_kemeero_1984
iyo,Mesaka,9.8723,6.32679,Africa,Africa,not endangered,Atlantic-Congo,cassetta_peter_ugare_1994
apm,Mescalero-Chiricahua Apache,-105.566,33.1291,North America,Americas,shifting,Athabaskan-Eyak-Tlingit,hoijer_harry_chiricahua_1946
sac,Meskwaki,-94,40,North America,Americas,moribund,Algic,thomason_lucy_grey_proximate_2003
acm,Gilit Mesopotamian Arabic,43.1095,33.8178,Eurasia,Asia,not endangered,Afro-Asiatic,ingham_bruce_khuzestan_2006
mvz,Mesqan,38.3386,8.10617,Africa,Africa,not endangered,Afro-Asiatic,shafi_ousman_mesqan_2016
mgo,Meta',9.87416,5.88942,Africa,Africa,not endangered,Atlantic-Congo,fogwe_chibaka_grammatical_2006
mtr,Mewari,73.68,24.57,Eurasia,Asia,not endangered,Indo-European,gusain_mewari_2013
wtm,Mewati,76.947,27.736,Eurasia,Asia,not endangered,Indo-European,NA
mej,Meyah,133.618,-1.18016,Papunesia,Asia,not endangered,East Bird's Head,gravelle_meyah_2004
ote,Mezquital Otomi,-99.5564,20.2274,North America,Americas,not endangered,Otomanguean,vollmann_sarah_s_comparative_2012
mia,Miami,-90,40,North America,Americas,extinct,Algic,costa_miami-illinois_2003
mpt,Mian,141.523,-4.70881,Papunesia,Pacific,shifting,Nuclear Trans New Guinea,fedden_sebastian_olcher_grammar_2011
crg,Michif,-99.9119,49.1681,North America,Americas,nearly extinct,Mixed Language,bakker_peter_michif_2013
ncl,Michoacán Nahuatl,-103.361,18.3412,North America,Americas,threatened,Uto-Aztecan,sischo_william_r_michoacan_1979
enm,Middle English,?,?,Eurasia,?,extinct,Indo-European,mustanoja_middle_2016
gmh,Middle High German,?,?,Eurasia,?,extinct,Indo-European,asher_short_1967
ltc,Middle Chinese,108.9,34.27,Eurasia,?,extinct,Sino-Tibetan,pulleyblank_edwin_g_late_1970
?,Middle Indo-Aryan,?,?,Eurasia,?,extinct,Indo-European,bubenik_vit_prakrits_2003
xng,Middle Mongol,?,?,Eurasia,?,extinct,Mongolic,rybatzki_volker_middle_2003
bdy,Middle Clarence Bandjalang,152.780249,-29.042737,?,Pacific,?,Pama-Nyungan,crowley_middle_1978
mei,Midob,27.2236,14.789,Africa,Africa,not endangered,Nubian,werner_tidn-a_1993
mpp,Migabac,147.713,-6.33237,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,mcevoy_richard_steven_grammar_2008
mxj,Kman,97.0444,28.4732,Eurasia,Asia,shifting,Sino-Tibetan,NA
mik,Mikasuki,-80.90847,26.08142,North America,Americas,shifting,Muskogean,boynton_sylvia_s_mikasuki_1982
mic,Mi'kmaq,-65.5766,45.9941,North America,Americas,shifting,Algic,inglis_stephanie_heather_speakers_2002
?,Milang,95.186127,28.5539908,Eurasia,?,threatened,Sino-Tibetan,modi_milang_2017
?,Millcayac,-67.569581,-31.79729,South America,?,extinct,Huarpean,schuller_r_r_disovery_1913
iml,Miluk,-124.258,43.3215,North America,?,extinct,Coosan,doty_christopher_s_reassessment_2012
min,Minangkabau,96.25,4.17,Papunesia,Asia,not endangered,Austronesian,NA
hna,Mina (Cameroon),13.84054,10.38053,Africa,Africa,not endangered,Afro-Asiatic,frajzyngier_grammar_2005
mnp,Min Bei Chinese,118.32,27.05,Eurasia,Asia,not endangered,Sino-Tibetan,NA
cdo,Min Dong Chinese,119.5,26,Eurasia,Asia,not endangered,Sino-Tibetan,NA
xmf,Mingrelian,41.8719,42.5129,Eurasia,Asia,shifting,Kartvelian,harris_alice_c_mingrelian_1991
vmg,Minigir,152.005,-4.31803,Papunesia,Pacific,not endangered,Austronesian,van_der_mark_sheena_grammar_2007
nan,Min Nan Chinese,118.17,24.5,Eurasia,Asia,not endangered,Sino-Tibetan,NA
czo,Min Zhong Chinese,117.376,26.0686,Eurasia,Asia,not endangered,Sino-Tibetan,NA
mwl,Mirandese,-6.38371,41.5375,Eurasia,Europe,threatened,Indo-European,terao_satoshi_mirandese_2010
mep,Miriwung,128.889,-16.3596,Australia,Pacific,nearly extinct,Jarrakan,kofod_frances_miriwung_1978
mjs,Miship,9.33752,9.20477,Africa,Africa,not endangered,Afro-Asiatic,muazu_grammar_2010
mrg,Mising-Padam-Miri-Minyong,94.69,27.418,Eurasia,Asia,not endangered,Sino-Tibetan,NA
mpx,Misima-Paneati,152.696,-10.6821,Papunesia,Pacific,not endangered,Austronesian,fellows_s_b_grammar_1894
miq,Mískito,-84.2942,15.1576,North America,Americas,not endangered,Misumalpan,herlihy_laura_hobson_yamni_2017
zaw,Mitla Zapotec,-96.29434,16.86849,North America,Americas,not endangered,Otomanguean,briggs_elinor_mitla_1961
zpm,Mixtepec Zapotec,-96.2372,16.1724,North America,Americas,shifting,Otomanguean,NA
mvi,Miyako,125.363,24.7564,Eurasia,Asia,moribund,Japonic,shimoji_introduction_2010
mkf,Miya,9.71505,10.9234,Africa,Africa,not endangered,Afro-Asiatic,schuh_grammar_1998
mra,Mlabri,101.163,18.5533,Eurasia,Asia,shifting,Austroasiatic,NA
lhs,Mlahsö,41.2209,37.0311,Eurasia,Asia,extinct,Afro-Asiatic,jastrow_otto_turoyo_2011
bfm,Mmen,10.2541,6.43213,Africa,Africa,shifting,Atlantic-Congo,bangha_george_f_mmen_2003
mhc,Mocho,-92.1734,15.4538,North America,Americas,nearly extinct,Mayan,palosaari_naomi_elizabeth_topics_2011
omc,Mochica,-79,-8.01667,South America,?,extinct,?,NA
moc,Mocoví,-60.4145,-28.097,South America,Americas,shifting,Guaicuruan,grondona_veronica_m_grammar_1998
ell,Modern Greek,24.8699,42.3224,Eurasia,Europe,moribund,Indo-European,spyropoulos_greek_2012
mhj,Mogholi,62.2802,34.2504,Eurasia,Asia,extinct,Mongolic,weiers_michael_moghol_2003
mov,Mohave,-114.599,34.8866,North America,Americas,nearly extinct,Cochimi-Yuman,munro_pamela_elizabeth_lang_topics_1974
moh,Mohawk,-74.66836,43.72,North America,Americas,shifting,Iroquoian,hopkins_alice_woodward_topics_1988
mof,Mohegan-Montauk-Narragansett,-72.1701,41.8581,North America,Americas,extinct,Algic,obrien_francis_joseph_jr_grammatical_2009
mxn,Moi (Indonesia),131.52,-0.96532,Papunesia,Asia,threatened,West Bird's Head,menick_raymond_moi_1995
mwt,Moken,98.6765,10.1474,Eurasia,Asia,shifting,Austronesian,NA
mkj,Mokilese,159.776,6.65651,Papunesia,Pacific,shifting,Austronesian,NA
mkm,Moklen,98.3176,8.16761,Eurasia,Asia,shifting,Austronesian,NA
bri,Mokpwe,9.23887,4.24178,Africa,Africa,threatened,Atlantic-Congo,atindogbe_gratien_grammatical_2013
mbe,Molale,-122.857,44.556,North America,Americas,extinct,?,pharris_nicholas_j_winuunsi_2006
mlw,Moloko,14.2521,10.7933,Africa,Africa,moribund,Afro-Asiatic,friesen_grammar_2017
dmb,Mombo Dogon,-3.664799,14.376155,Africa,?,threatened,Dogon,prokhorov_kirill_grammar_2012
bxm,Mongolia Buriat,109.005,48.7686,Eurasia,Asia,threatened,Mongolic,skribnik_elena_buryat_2003
lol,Mongo,20.4259,-1.54228,Africa,Africa,not endangered,Atlantic-Congo,ruskin_edward_algernon_outlines_1903
mnz,Moni,136.886,-3.72962,Papunesia,Asia,not endangered,Nuclear Trans New Guinea,larson_gordon_f_preliminary_1958
mnw,Mon,98.122465,15.49394,Eurasia,Asia,threatened,Austroasiatic,NA
mnh,Mono (Democratic Republic of Congo),19.8264,4.57915,Africa,Africa,threatened,Atlantic-Congo,olson_kenneth_s_phonology_nodate
mte,Mono-Alu,155.76,-7.05102,Papunesia,Pacific,shifting,Austronesian,fagan_grammatical_1986
mnr,Mono (USA),-119.347,37.1935,North America,Americas,nearly extinct,Uto-Aztecan,loether_christopher_p_verbal_1991
moe,Montagnais,-68.7376,49.0533,North America,Americas,threatened,Algic,oxford_will_towards_2007
crm,Moose Cree,-80.6912,51.0686,North America,Americas,threatened,Algic,horden_grammar_2018
nhm,Morelos Nahuatl,-99.1322,18.9161,North America,Americas,not endangered,Uto-Aztecan,whorf_benjamin_l_milpa_1946
xmz,Mori Bawah,121.37,-2.56016,Papunesia,Asia,threatened,Austronesian,mead_mori_2005
mzq,Mori Atas,121.035,-2.2555,Papunesia,Asia,threatened,Austronesian,magnetti-barsel_verb_1994
mfe,Morisyen,57.5517,-20.2613,Africa,Africa,not endangered,Indo-European,baker_philip_mauritian_2013
mhz,Mor (Mor Islands),135.95,-2.87055,Papunesia,Asia,shifting,Austronesian,laycock_donald_c_little_1978
mor,Moro,30.2138,10.9194,Africa,Africa,threatened,Heibanic,black_keith_moro_1971
mok,Marori,140.688,-8.5692,Papunesia,Asia,shifting,?,arka_i_wayan_projecting_2012
ary,Moroccan Arabic,-7.5,32.5,Africa,Africa,not endangered,Afro-Asiatic,turner_mike_moroccan_2019
mrl,Mortlockese,153.710778,5.50735,Papunesia,Pacific,shifting,Austronesian,odango_affeu_2015
cas,Mosetén-Chimané,-67.83756,-14.64448,South America,Americas,threatened,?,sakel_grammar_2004
mwy,Akie,37.1869,-5.43471,Africa,Africa,extinct,Nilotic,konig_akie_2015
mtj,Moskona,133.145,-1.62201,Papunesia,Asia,not endangered,East Bird's Head,gravelle_grammar_2010
mos,Mossi,-1.17278,10.4524,Africa,Africa,not endangered,Atlantic-Congo,lehr_marianne_more_1966
mtt,Mota,167.690924,-13.835361,Papunesia,Pacific,shifting,Austronesian,NA
mlv,Mwotlap,167.706277,-13.655015,Papunesia,Pacific,threatened,Austronesian,francois_typological_2005
meu,Motu,147.424,-9.67492,Papunesia,Pacific,not endangered,Austronesian,taylor_andrew_j_syntax_1970
kpx,Mountain Koiali,147.384,-9.06973,Papunesia,Pacific,not endangered,Koiarian,garland_susan_mountain_1980
mzp,Movima,-65.6348,-13.8115,South America,Americas,shifting,?,NA
nmo,Moyon,94.3421,24.4793,Eurasia,Asia,shifting,Sino-Tibetan,devi_kongkham_hemabati_descriptive_2010
mpi,Mpade,14.5833,12.4609,Africa,Africa,threatened,Afro-Asiatic,allison_sean_david_aspects_2012
mcx,Mpiemo,15.5246,3.45776,Africa,Africa,not endangered,Atlantic-Congo,noauthor_data_2003
mpz,Mpi,100.21,18.1717,Eurasia,Asia,shifting,Sino-Tibetan,noauthor_phrases_1984
mgg,Mpongmpong,14.866,3.14015,Africa,Africa,not endangered,Atlantic-Congo,noauthor_verb_2003
mpa,Mpoto,34.7127,-11.1377,Africa,Africa,not endangered,Atlantic-Congo,botne_robert_chimpoto_2019
akc,Mpur,133.166,-0.7489,Papunesia,Asia,shifting,?,ode_cecilia_sketch_2002
cmr,Mro Chin,93.995,19.71,Eurasia,Asia,threatened,Sino-Tibetan,shafer_khimi_1943
mro,Mru,90.6317,24.154,Eurasia,Asia,threatened,Sino-Tibetan,ebersole_harold_mru_1996
mtd,Mualang,111.077,0.31083,Papunesia,Asia,not endangered,Austronesian,tjia_grammar_2007
gau,Mudhili Gadaba,83.378,18.276,Eurasia,Asia,shifting,Dravidian,bhaskararao_peri_gadaba_1998
udg,Muduga,?,?,Eurasia,Asia,not endangered,Dravidian,rajendran_nanu_muduga_1986
wiv,Muduapa,149.489,-4.69751,Papunesia,Pacific,not endangered,Austronesian,berg_vitu_2006
aoj,Mufian,142.955,-3.57932,Papunesia,Pacific,threatened,Nuclear Torricelli,conrad_robert_j_muhiang_1978
?,Muklom,?,?,?,?,?,Sino-Tibetan,ngemu_moklum_1977
mlm,Mulam,108.928,24.8151,Eurasia,Asia,shifting,Tai-Kadai,NA
mpb,Mullukmulluk,130.615,-13.2973,Australia,Pacific,nearly extinct,Northern Daly,birk_d_b_w_malakmalak_1976
mnb,Muna,122.541,-5.40419,Papunesia,Asia,threatened,Austronesian,van_den_berg_grammar_1989
mwq,Mün Chin,94.3929,20.289,Eurasia,Asia,not endangered,Sino-Tibetan,noauthor_syntactic_2006
unr,Mundari,87.1792,25.0391,Eurasia,Asia,not endangered,Austroasiatic,osada_toshiki_mundari_2008
boe,Mundabli,10.2704,6.59969,Africa,Africa,shifting,Atlantic-Congo,voll_rebecca_grammar_2017
myu,Mundurukú,-57.691,-8.41095,South America,Americas,shifting,Tupian,NA
mhk,Mungaka,10.0294,5.89752,Africa,Africa,not endangered,Atlantic-Congo,NA
umu,Munsee,-81.9166,42.5968,North America,Americas,nearly extinct,Algic,omeara_delaware_1990
mtq,Muong,105.186,20.7374,Eurasia,Asia,not endangered,Austroasiatic,barker_muriel_a_bai_1976
mur,Murle,33.988,6.69756,Africa,Africa,threatened,Surmic,arensen_jon_murle_1982
mwf,Murriny Patha,129.70152,-14.74852,Australia,Pacific,shifting,Southern Daly,mansfield_john_basil_polysynthetic_2014
muz,Mursi,36.0971,5.69801,Africa,Africa,shifting,Surmic,turton_david_mursi_1976
zmu,Muruwari,146.546,-28.9618,Australia,Pacific,nearly extinct,Pama-Nyungan,oates_muruwari_1988
huu,Murui Huitoto,-73.8331,-1.13669,South America,Americas,shifting,Huitotoan,wojtylak_katarzyna_i_grammar_2017
mug,Musgu,15.1065,10.8439,Africa,Africa,not endangered,Afro-Asiatic,lukas_johannes_deutsche_1941
ttt,Muslim Tat,46.645589,41.425062,Eurasia,Asia,moribund,Indo-European,NA
msu,Musom,146.93,-6.53817,Papunesia,Pacific,shifting,Austronesian,holzknecht_suzanne_musom_1997
emi,Mussau-Emira,149.624,-1.44105,Papunesia,Pacific,shifting,Austronesian,brownie_mussau_2007
muv,Muthuvan,76.7328,10.3524,Eurasia,Asia,not endangered,Dravidian,sakthivel_s_muduva_1978
mvm,Muya,102.205,29.8226,Eurasia,Asia,threatened,Sino-Tibetan,NA
muy,Muyang,14.21246,10.86047,Africa,Africa,not endangered,Afro-Asiatic,smith_tony_muyang_2002
myw,Muyuw,152.731,-9.195,Papunesia,Pacific,not endangered,Austronesian,lithgow_david_muyuw_1969
sur,Mwaghavul,8.96522,9.47205,Africa,Africa,not endangered,Afro-Asiatic,frajzyngier_grammar_1993
wmw,Mwani,40.4601,-12.5821,Africa,Africa,not endangered,Atlantic-Congo,floor_sebastian_mwani_2010
moa,Mwan,-5.94577,7.87533,Africa,Africa,not endangered,Mande,fleming_carolina_b_introduction_1995
mwe,Mwera (Chimwera),38.8762,-9.75639,Africa,Africa,not endangered,Atlantic-Congo,harries_lyndon_grammar_1950
gmy,Mycenaean Greek,?,?,Eurasia,?,extinct,Indo-European,ventris_documents_1973
mye,Myene,9.50247,-1.48741,Africa,Africa,not endangered,Atlantic-Congo,wilson_j_l_heads_1879
nbt,Na,93.248908,28.431524,Eurasia,Asia,shifting,Sino-Tibetan,NA
nas,Naasioi,155.632,-6.46022,Papunesia,Pacific,not endangered,South Bougainville,hurd_conrad_nasioi_1970
